familyId,familyName,productId,productName,logoStyle,color,placement,productType,primaryImage,galleryImages,imageStatus,usedInGrid,usedAsDefault,requiresFinalPhotography,missingImageTypes,desiredFileName,notes
tshirt-regular,T-Shirt Regular,pure_tee_black,PURE T-Shirt Schwarz,PURE,Schwarz,,tshirt,gen-b16-pure_tee_black_silver_chest.webp,gen-b16-pure_tee_black_silver_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_black,PURE T-Shirt Schwarz,PURE,Schwarz,,tshirt,gen-pure-tee-black-chest-white.webp,gen-pure-tee-black-chest-white.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_black,PURE T-Shirt Schwarz,PURE,Schwarz,,tshirt,gen-pure-tee-black-front-gold.webp,gen-pure-tee-black-front-gold.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_black,PURE T-Shirt Schwarz,PURE,Schwarz,,tshirt,gen-pure-tee-black-front-black.webp,gen-pure-tee-black-front-black.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_black,PURE T-Shirt Schwarz,PURE,Schwarz,,tshirt,gen-pure-tee-black-front-silver.webp,gen-pure-tee-black-front-silver.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_black,PURE T-Shirt Schwarz,PURE,Schwarz,,tshirt,gen-pure-tee-black-front-white.webp,gen-pure-tee-black-front-white.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-chest-gold.webp,gen-pure-tee-white-chest-gold.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-chest-normal.webp,gen-pure-tee-white-chest-normal.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-chest-black.webp,gen-pure-tee-white-chest-black.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-b16-pure_tee_white_silver_chest.webp,gen-b16-pure_tee_white_silver_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-chest-white.webp,gen-pure-tee-white-chest-white.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-front-gold.webp,gen-pure-tee-white-front-gold.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-front-black.webp,gen-pure-tee-white-front-black.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-front-silver.webp,gen-pure-tee-white-front-silver.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,pure_tee_white,PURE T-Shirt Weiß,PURE,Weiß,,tshirt,gen-pure-tee-white-front-white.webp,gen-pure-tee-white-front-white.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,one_tee_black,ONE T-Shirt Schwarz,ONE,Schwarz,,tshirt,v4-one-tee-black.webp,v4-one-tee-black.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-one-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,one_tee_black,ONE T-Shirt Schwarz,ONE,Schwarz,,tshirt,gen-b16-one_tee_black_black_chest.webp,gen-b16-one_tee_black_black_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-one-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,one_tee_black,ONE T-Shirt Schwarz,ONE,Schwarz,,tshirt,gen-b16-one_tee_black_white_chest.webp,gen-b16-one_tee_black_white_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-one-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,one_tee_white,ONE T-Shirt Weiß,ONE,Weiß,,tshirt,v4-one-tee-white.webp,v4-one-tee-white.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-one-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,one_tee_white,ONE T-Shirt Weiß,ONE,Weiß,,tshirt,gen-b16-one_tee_white_black_chest.webp,gen-b16-one_tee_white_black_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-one-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,one_tee_white,ONE T-Shirt Weiß,ONE,Weiß,,tshirt,gen-b17-one_tee_white_white_chest.webp,gen-b17-one_tee_white_white_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-one-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
tshirt-regular,T-Shirt Regular,prestige_tee_black,PRESTIGE T-Shirt Schwarz,PRESTIGE,Schwarz,,tshirt,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-black-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_black,PRESTIGE T-Shirt Schwarz,PRESTIGE,Schwarz,,tshirt,gen-b15-prestige_tee_black_black_flock_chest.webp,gen-b15-prestige_tee_black_black_flock_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_black,PRESTIGE T-Shirt Schwarz,PRESTIGE,Schwarz,,tshirt,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-black-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_black,PRESTIGE T-Shirt Schwarz,PRESTIGE,Schwarz,,tshirt,v4-prestige-tee-black-chest.webp,v4-prestige-tee-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_white,PRESTIGE T-Shirt Weiß,PRESTIGE,Weiß,,tshirt,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_white,PRESTIGE T-Shirt Weiß,PRESTIGE,Weiß,,tshirt,v4-prestige-tee-white-chest.webp,v4-prestige-tee-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_white,PRESTIGE T-Shirt Weiß,PRESTIGE,Weiß,,tshirt,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
tshirt-regular,T-Shirt Regular,prestige_tee_white,PRESTIGE T-Shirt Weiß,PRESTIGE,Weiß,,tshirt,gen-b15-prestige_tee_white_white_flock_chest.webp,gen-b15-prestige_tee_white_white_flock_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-tshirt-regular-prestige-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,signature_vneck_black,SIGNATURE V-Neck Schwarz,SIGNATURE,Schwarz,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-vneck-signature-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,signature_vneck_white,SIGNATURE V-Neck Weiß,SIGNATURE,Weiß,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-vneck-signature-white-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,placeholder,false,false,true,primaeres_packshot,v3-vneck-pure-beige-main.webp,Platzhalterkachel – noch kein Produktbild · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,gen-pure-vneck-beige-chest-black.webp,gen-pure-vneck-beige-chest-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-vneck-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,placeholder,false,false,true,primaeres_packshot,v3-vneck-pure-beige-main.webp,Platzhalterkachel – noch kein Produktbild · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,placeholder,false,false,true,primaeres_packshot,v3-vneck-pure-beige-main.webp,Platzhalterkachel – noch kein Produktbild · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,gen-b17-pure_vneck_beige_gold_front.webp,gen-b17-pure_vneck_beige_gold_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,placeholder,false,false,true,primaeres_packshot,v3-vneck-pure-beige-main.webp,Platzhalterkachel – noch kein Produktbild · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,placeholder,false,false,true,primaeres_packshot,v3-vneck-pure-beige-main.webp,Platzhalterkachel – noch kein Produktbild · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_beige,PURE V-Neck Beige,PURE,Beige,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,placeholder,false,false,true,primaeres_packshot,v3-vneck-pure-beige-main.webp,Platzhalterkachel – noch kein Produktbild · requiresRerender: Logo/Flock exakt neu rendern
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-pure-vneck-black-chest-gold.webp,gen-pure-vneck-black-chest-gold.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,v4-pure-vneck-black-chest.webp,v4-pure-vneck-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-b17-pure_vneck_black_black_chest.webp,gen-b17-pure_vneck_black_black_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-b16-pure_vneck_black_silver_chest.webp,gen-b16-pure_vneck_black_silver_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-b16-pure_vneck_black_white_chest.webp,gen-b16-pure_vneck_black_white_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-pure-vneck-black-front-gold.webp,gen-pure-vneck-black-front-gold.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-b3-pure_vneck_black_black_front.webp,gen-b3-pure_vneck_black_black_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-b3-pure_vneck_black_silver_front.webp,gen-b3-pure_vneck_black_silver_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_black,PURE V-Neck Schwarz,PURE,Schwarz,,vneck,gen-b3-pure_vneck_black_white_front.webp,gen-b3-pure_vneck_black_white_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-b3-pure_vneck_white_gold_chest.webp,gen-b3-pure_vneck_white_gold_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,v4-pure-vneck-white-chest.webp,v4-pure-vneck-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-b3-pure_vneck_white_black_chest.webp,gen-b3-pure_vneck_white_black_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-pure-vneck-white-chest-silver.webp,gen-pure-vneck-white-chest-silver.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-b3-pure_vneck_white_white_chest.webp,gen-b3-pure_vneck_white_white_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-pure-vneck-white-front-gold.webp,gen-pure-vneck-white-front-gold.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-b3-pure_vneck_white_black_front.webp,gen-b3-pure_vneck_white_black_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-b3-pure_vneck_white_silver_front.webp,gen-b3-pure_vneck_white_silver_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,pure_vneck_white,PURE V-Neck Weiß,PURE,Weiß,,vneck,gen-b16-pure_vneck_white_white_front.webp,gen-b16-pure_vneck_white_white_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
vneck,V-Neck,prestige_vneck_black,PRESTIGE V-Neck Schwarz,PRESTIGE,Schwarz,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-vneck-prestige-black-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,prestige_vneck_black,PRESTIGE V-Neck Schwarz,PRESTIGE,Schwarz,,vneck,gen-b15-prestige_vneck_black_black_flock_chest.webp,gen-b15-prestige_vneck_black_black_flock_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-prestige-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,prestige_vneck_black,PRESTIGE V-Neck Schwarz,PRESTIGE,Schwarz,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-vneck-prestige-black-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,prestige_vneck_black,PRESTIGE V-Neck Schwarz,PRESTIGE,Schwarz,,vneck,v4-prestige-vneck-black-chest.webp,v4-prestige-vneck-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-prestige-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,prestige_vneck_white,PRESTIGE V-Neck Weiß,PRESTIGE,Weiß,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-vneck-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,prestige_vneck_white,PRESTIGE V-Neck Weiß,PRESTIGE,Weiß,,vneck,v4-prestige-vneck-white-chest.webp,v4-prestige-vneck-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-prestige-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
vneck,V-Neck,prestige_vneck_white,PRESTIGE V-Neck Weiß,PRESTIGE,Weiß,,vneck,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-vneck-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
